CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0.75,12,12,2,0,0.75,12,0,0,2,6,0,4,13,0,0,0,0,1,0,1,1,1,0,0,1,1,4,13,0,0,0,0,1,0,1,1,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0.75,15,15,2,0,0.75,15,0,0,1,2,0,5,17,0,0,0,0,1,0,1,1,1,0,0,1,1,5,17,0,0,0,0,1,0,1,1,1,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0.625,5,5,1,0,0.625,5,1,2,4,4,2,3,3,0,0,0,0,0,0,0,0,2,0,0,2,1,3,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.625,5,5,1,0,0.625,5,1,2,1,1,2,3,3,0,0,0,0,0,0,0,0,2,0,0,2,1,3,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0.8,12,12,2,0,0.8,12,0,0,2,13,0,3,11,0,0,0,0,1,0,1,0,1,0,0,1,0,3,11,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0.777778,14,14,2,0,0.777778,14,0,0,2,4,0,4,13,0,0,0,0,1,0,1,0,1,0,0,1,0,4,13,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,2,1,0.736842,14,14,3,0,0.736842,14,0,0,2,2,0,5,18,0,1,0,1,2,0,2,0,2,0,0,2,0,5,18,0,1,0,1,2,0,2,0,2,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,1,0.611111,22,22,4,0,0.611111,22,0,0,0,0,0,14,33,1,1,1,1,3,0,3,0,3,5,0,3,0,14,33,1,1,1,1,3,0,3,0,3,5,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,3,7,1,0.581395,25,25,5,0,0.581395,25,1,1,0,0,1,18,43,3,4,1,1,4,0,4,0,19,7,0,19,1,18,43,3,4,1,1,4,0,4,0,19,7,0,19,1,0
0,0,0,0,0,0,0,0,0,0,0,14,0,3,2,0,14,1,0.870968,108,108,15,0,0.870968,108,0,0,1,6,0,16,132,0,7,0,7,14,0,14,5,14,0,0,14,5,16,132,0,7,0,7,14,0,14,5,14,0,0,14,5,0
0.123508,5,48,12,0.083507,0.141615,120,114,1,9,4,166,23,8,24,24,58,1,0.484241,507,445,25,0,0.409824,559,0,0,0,0,0,540,1120,12,16,12,16,34,0,24,1,34,272,0,24,1,805,1437,23,30,23,20,67,0,36,2,100,365,0,28,2,1
0,0,0,0,0,0,0,0,1,2,2,17,1,31,28,2,12,1,0.551471,75,75,10,0,0.551471,75,0,0,0,0,0,61,147,5,3,5,3,10,1,9,0,10,27,1,9,0,61,147,5,3,5,3,10,1,9,0,10,27,1,9,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,1,1,0.78125,100,100,1,0,0.78125,100,0,0,0,0,0,28,141,22,0,22,0,1,22,0,0,1,0,22,0,0,28,141,22,0,22,0,1,22,0,0,1,0,22,0,0,1
0.104218,6,14,12,0.05136,0.084437,51,51,1,23,4,136,18,3,2,37,59,1,0.336264,306,251,6,0,0.336264,306,1,1,0,0,1,604,993,20,2,20,2,22,1,5,0,22,393,1,5,0,604,993,20,2,20,2,22,1,5,0,22,393,1,5,0,1
0,0,0,0,0,0,0,0,1,1,1,8,4,0,0,6,10,1,0.603448,35,35,5,0,0.603448,35,3,3,0,0,1,23,62,8,2,1,0,4,0,4,0,21,8,1,16,4,23,62,8,2,1,0,4,0,4,0,21,8,1,16,4,1
0,0,0,0,0,0,0,0,1,6,6,23,1,2,2,1,4,1,0.492308,64,45,4,0,0.492308,64,0,0,0,0,0,66,132,4,0,4,0,3,0,3,0,3,32,0,3,0,66,132,4,0,4,0,3,0,3,0,3,32,0,3,0,0
0,0,0,0,0,0,0,0,13,5,5,218,32,545,811,84,203,1,0.588702,1261,1210,104,0,0.588262,1283,1,1,1,1,1,881,2287,34,24,34,24,119,12,103,21,119,430,12,103,21,898,2327,34,25,34,25,122,12,104,21,122,438,12,104,21,1
0,0,0,0,0,0,0,0,1,2,2,12,2,354,786,1,11,1,0.686131,94,91,11,0,0.686131,94,0,0,30,437,0,43,144,3,3,3,3,10,0,10,3,10,15,0,10,3,43,144,3,3,3,3,10,0,10,3,10,15,0,10,3,0
0,0,0,0,0,0,0,0,10,4,4,49,8,23,25,19,37,1,0.580851,273,262,18,0,0.580851,273,0,0,2,2,0,197,496,8,3,8,3,18,7,17,0,18,88,7,17,0,197,496,8,3,8,3,18,7,17,0,18,88,7,17,0,1
0.063304,1,6,2,0.037801,0.079051,22,20,1,4,3,65,3,3,16,7,30,1,0.537477,294,269,19,0,0.537477,294,0,0,0,0,0,253,582,5,10,5,10,23,0,18,7,23,136,0,18,7,253,582,5,10,5,10,23,0,18,7,23,136,0,18,7,1
0,0,0,0,0,0,0,0,1,5,4,59,10,11,24,10,34,1,0.537879,213,198,23,0,0.537879,213,0,0,0,0,0,183,434,12,9,12,9,24,0,22,6,24,87,0,22,6,183,434,12,9,12,9,24,0,22,6,24,87,0,22,6,1
0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,2,1,0.888889,32,32,3,0,0.888889,32,1,1,3,5,1,4,22,0,0,0,0,2,0,2,0,9,0,0,9,0,4,22,0,0,0,0,2,0,2,0,9,0,0,9,0,0
0,0,0,0,0,0,0,0,1,4,4,55,8,31,39,11,39,1,0.543367,213,208,25,0,0.543367,213,1,1,0,0,1,179,424,8,8,8,8,28,0,24,7,28,82,0,24,7,179,424,8,8,8,8,28,0,24,7,28,82,0,24,7,1
0,0,0,0,0,0,0,0,3,3,3,43,8,300,557,28,57,1,0.594787,251,251,20,0,0.594787,251,1,1,139,272,1,171,449,9,9,6,6,29,0,19,4,39,81,0,29,7,171,449,9,9,6,6,29,0,19,4,39,81,0,29,7,0
0.386207,1,8,2,0.21374,0.352941,28,24,1,3,3,17,8,4,3,8,13,1,0.46875,60,50,6,0,0.46875,60,2,3,0,0,2,68,131,10,11,1,1,5,0,5,1,46,32,0,36,9,68,131,10,11,1,1,5,0,5,1,46,32,0,36,9,0
0,0,0,0,0,0,0,0,0,0,0,1,1,16,2,0,1,1,0.857143,18,18,2,0,0.857143,18,0,0,11,12,0,3,9,0,0,0,0,1,0,1,0,1,0,0,1,0,3,9,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,5,1,7,7,0,5,1,0.829268,34,34,6,0,0.829268,34,0,0,2,2,0,7,42,0,2,0,2,5,0,5,2,5,0,0,5,2,7,42,0,2,0,2,5,0,5,2,5,0,0,5,2,0
0,0,0,0,0,0,0,0,1,5,5,87,15,20,26,61,92,1,0.407783,241,217,20,0,0.407783,241,2,2,0,0,1,350,638,15,19,6,10,31,0,19,3,70,198,0,48,10,350,638,15,19,6,10,31,0,19,3,70,198,0,48,10,1
0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,1,3,1,0.6,15,15,3,0,0.6,15,1,1,0,0,1,10,24,3,4,1,1,2,0,2,0,17,3,0,17,1,10,24,3,4,1,1,2,0,2,0,17,3,0,17,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,1,3,1,0.705882,24,24,3,0,0.705882,24,1,1,0,0,1,10,23,3,4,1,1,2,0,2,0,17,3,0,17,1,10,23,3,4,1,1,2,0,2,0,17,3,0,17,1,0
0,0,0,0,0,0,0,0,1,3,3,50,13,0,0,18,33,1,0.38191,152,132,13,0,0.384428,158,2,2,0,0,1,246,421,18,3,18,3,15,0,12,4,15,141,0,12,4,253,433,20,3,20,3,16,0,13,4,16,142,0,13,4,1
0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,1,0.657143,23,23,4,0,0.657143,23,2,3,2,2,2,12,27,10,11,1,2,3,0,3,1,42,3,0,32,8,12,27,10,11,1,2,3,0,3,1,42,3,0,32,8,0
0.29902,1,6,2,0.234043,0.247191,22,22,1,8,8,23,4,3,3,5,6,1,0.082474,8,8,2,0,0.082474,8,0,0,0,0,0,89,94,0,0,0,0,1,0,1,0,1,50,0,1,0,89,94,0,0,0,0,1,0,1,0,1,50,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0.75,9,9,2,0,0.75,9,0,0,1,3,0,3,7,0,1,0,1,1,0,1,0,1,0,0,1,0,3,7,0,1,0,1,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,4,3,3,19,2,21,36,2,12,1,0.557692,87,87,6,0,0.557692,87,0,0,7,19,0,69,168,3,2,3,2,10,0,5,2,10,36,0,5,2,69,168,3,2,3,2,10,0,5,2,10,36,0,5,2,0
0,0,0,0,0,0,0,0,0,0,0,4,3,12,34,3,7,1,0.608696,28,28,4,0,0.608696,28,1,2,12,12,2,18,46,4,3,1,1,4,0,3,1,14,5,0,8,3,18,46,4,3,1,1,4,0,3,1,14,5,0,8,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,23,1,0,1,1,0.8125,13,13,2,0,0.8125,13,0,0,21,27,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,3,12,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,2,5,5,17,3,1,0,4,8,1,0.438462,57,55,5,0,0.438462,57,1,2,0,0,2,73,118,5,2,2,0,4,0,4,0,14,36,0,9,2,73,118,5,2,2,0,4,0,4,0,14,36,0,9,2,0
0,0,0,0,0,0,0,0,1,3,3,24,5,0,0,9,18,1,0.508671,88,76,9,0,0.508671,88,2,4,0,0,2,85,171,8,5,4,2,9,0,8,2,23,47,0,16,5,85,171,8,5,4,2,9,0,8,2,23,47,0,16,5,0
0,0,0,0,0,0,0,0,1,4,4,10,3,1,0,4,9,1,0.525253,52,51,5,0,0.525253,52,2,4,0,0,2,47,90,5,3,1,0,5,0,4,0,19,26,0,12,3,47,90,5,3,1,0,5,0,4,0,19,26,0,12,3,0
0,0,0,0,0,0,0,0,1,2,2,9,3,1,0,6,10,1,0.53012,44,44,5,0,0.53012,44,1,2,0,0,2,39,80,4,2,1,0,4,0,4,0,14,20,0,9,2,39,80,4,2,1,0,4,0,4,0,14,20,0,9,2,0
0.024705,1,8,2,0.021528,0.035398,20,20,1,2,2,32,11,5,9,13,31,1,0.650307,212,195,17,0,0.341492,293,2,4,0,0,2,114,338,12,9,8,6,18,0,16,6,32,45,0,24,9,565,929,46,17,40,8,59,0,53,6,185,265,0,171,11,0
0,0,0,0,0,0,0,0,1,3,3,23,5,1,0,9,19,1,0.482353,82,82,7,0,0.482353,82,2,4,0,0,2,88,178,13,5,9,2,10,0,6,2,24,46,0,14,5,88,178,13,5,9,2,10,0,6,2,24,46,0,14,5,0
0,0,0,0,0,0,0,0,1,4,3,22,6,1,0,10,20,1,0.543353,94,94,8,0,0.553299,109,2,4,0,0,2,79,172,9,4,5,1,10,0,7,2,24,44,0,15,5,88,196,10,5,6,2,12,0,9,3,26,46,0,17,6,0
0,0,0,0,0,0,0,0,1,4,3,22,8,1,0,14,24,1,0.52809,94,94,8,0,0.52809,94,2,4,0,0,2,84,177,9,4,5,1,10,0,7,2,24,48,0,15,5,84,177,9,4,5,1,10,0,7,2,24,48,0,15,5,0
0,0,0,0,0,0,0,0,1,3,3,17,4,1,0,8,15,1,0.5,64,64,6,0,0.5,64,2,4,0,0,2,64,127,7,4,3,1,7,0,5,1,21,34,0,13,4,64,127,7,4,3,1,7,0,5,1,21,34,0,13,4,0
0,0,0,0,0,0,0,0,1,7,6,41,7,1,0,12,26,1,0.38806,104,104,8,0,0.417476,129,2,4,0,0,2,164,283,13,8,9,5,14,0,7,3,28,94,0,15,6,180,327,15,10,11,7,18,0,11,5,32,98,0,19,8,1
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,4,1,0.652174,15,15,3,0,0.652174,15,1,1,0,0,1,8,22,4,0,0,0,2,0,2,0,11,2,0,11,0,8,22,4,0,0,0,2,0,2,0,11,2,0,11,0,0
0,0,0,0,0,0,0,0,2,10,8,20,2,1,0,2,6,1,0.451327,51,51,5,0,0.451327,51,1,2,0,0,2,62,115,6,2,3,0,4,0,4,0,14,34,0,9,2,62,115,6,2,3,0,4,0,4,0,14,34,0,9,2,0
0,0,0,0,0,0,0,0,1,3,3,14,4,1,0,7,14,1,0.541667,65,65,6,0,0.541667,65,2,4,0,0,2,55,117,7,4,3,1,7,0,5,1,21,28,0,13,4,55,117,7,4,3,1,7,0,5,1,21,28,0,13,4,0
0,0,0,0,0,0,0,0,1,4,4,19,5,1,0,9,17,1,0.522581,81,80,6,0,0.536313,96,2,4,0,0,2,74,150,7,4,3,1,8,0,5,1,22,41,0,13,4,83,174,8,5,4,2,10,0,7,2,24,43,0,15,5,0
0,0,0,0,0,0,0,0,1,4,4,14,4,1,0,7,14,1,0.516667,62,62,6,0,0.516667,62,2,4,0,0,2,58,118,8,4,4,1,7,0,5,1,21,29,0,13,4,58,118,8,4,4,1,7,0,5,1,21,29,0,13,4,0
0,0,0,0,0,0,0,0,1,4,4,30,5,1,0,9,19,1,0.451777,89,89,7,0,0.451777,89,2,4,0,0,2,108,203,14,5,10,2,10,0,6,2,24,60,0,14,5,108,203,14,5,10,2,10,0,6,2,24,60,0,14,5,0
0.131162,2,11,3,0.048529,0.097923,33,33,2,4,4,35,18,7,4,9,28,1,0.51417,127,127,20,0,0.453809,280,1,2,0,0,2,120,329,8,2,5,0,19,0,19,1,29,59,0,24,3,337,680,38,38,26,0,44,0,41,12,184,154,0,170,55,0
0,0,0,0,0,0,0,0,1,8,8,30,12,6,6,13,21,1,0.313187,57,57,8,0,0.313187,57,0,0,0,0,0,125,196,5,2,5,2,8,3,7,5,8,74,3,7,5,125,196,5,2,5,2,8,3,7,5,8,74,3,7,5,1
0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,1,1,0.333333,14,13,2,0,0.333333,14,0,0,0,0,0,28,38,1,1,1,1,1,0,1,0,1,20,0,1,0,28,38,1,1,1,1,1,0,1,0,1,20,0,1,0,0
0,0,0,0,0,0,0,0,4,1,1,37,4,7,16,5,33,1,0.557093,161,160,29,0,0.557093,161,0,0,0,0,0,128,325,12,11,12,11,28,0,28,7,28,51,0,28,7,128,325,12,11,12,11,28,0,28,7,28,51,0,28,7,0
0,0,0,0,0,0,0,0,1,3,3,6,4,1,0,2,4,1,0.25,8,8,3,0,0.25,8,1,1,0,0,1,24,30,1,1,1,1,2,0,2,0,2,12,0,2,0,24,30,1,1,1,1,2,0,2,0,2,12,0,2,0,0
0,0,0,0,0,0,0,0,1,3,3,28,12,7,1,34,45,1,0.326271,77,65,4,0,0.443425,435,1,1,0,0,1,159,293,13,7,5,4,11,0,3,4,29,98,7,20,4,546,1067,16,8,8,5,37,0,28,5,79,288,7,65,5,1
0.042117,1,4,2,0.021341,0.041958,21,18,1,3,3,17,11,9,4,23,27,1,0.373333,56,56,3,0,0.525967,476,1,1,0,0,1,94,200,15,3,7,0,4,0,2,0,22,48,7,19,0,429,984,32,3,24,0,33,0,30,1,75,221,7,71,1,0
0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,3,5,1,0.444444,8,8,3,0,0.444444,8,1,1,0,0,1,10,15,0,1,0,1,2,0,2,0,2,2,0,2,0,10,15,0,1,0,1,2,0,2,0,2,2,0,2,0,0
0,0,0,0,0,0,0,0,1,3,3,14,4,4,4,6,10,1,0.304348,28,28,3,0,0.304348,28,1,1,1,1,1,64,92,0,2,0,2,4,0,2,0,4,38,0,2,0,64,92,0,2,0,2,4,0,2,0,4,38,0,2,0,0
0.206107,1,3,1,0.2,0.243243,10,9,1,3,3,6,5,0,0,10,12,1,0.288462,15,14,3,0,0.288462,15,2,2,0,0,1,37,50,1,2,1,0,2,0,2,0,6,20,0,4,0,37,50,1,2,1,0,2,0,2,0,6,20,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,0,1,1,0.8,16,16,2,0,0.8,16,0,0,2,3,0,4,16,0,0,0,0,1,0,1,0,1,0,0,1,0,4,16,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,1,1,1,8,0,6,7,0,7,1,0.546875,35,35,8,0,0.546875,35,0,0,1,1,0,29,68,3,3,3,3,7,0,7,2,7,9,0,7,2,29,68,3,3,3,3,7,0,7,2,7,9,0,7,2,0
0,0,0,0,0,0,0,0,1,1,1,6,1,2,2,3,6,1,0.5,16,16,4,0,0.5,16,1,1,0,0,1,16,30,4,4,1,1,3,0,3,0,10,6,0,10,2,16,30,4,4,1,1,3,0,3,0,10,6,0,10,2,0
0,0,0,0,0,0,0,0,1,2,2,8,3,3,3,5,8,1,0.37931,22,22,3,0,0.37931,22,1,1,0,0,1,36,60,2,0,2,0,3,1,2,0,3,15,1,2,0,36,60,2,0,2,0,3,1,2,0,3,15,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0.8,16,16,2,0,0.8,16,0,0,1,1,0,4,14,0,0,0,0,1,0,1,0,1,0,0,1,0,4,14,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.6875,11,11,2,0,0.6875,11,0,0,0,0,0,5,13,0,0,0,0,1,0,1,0,1,1,0,1,0,5,13,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,0,0,0,0,1,7,3,46,3,2,0,7,14,1,0.330986,94,89,2,0,0.330986,94,0,0,0,0,0,190,315,9,4,9,4,7,7,1,0,7,122,7,1,0,190,315,9,4,9,4,7,7,1,0,7,122,7,1,0,1
0,0,0,0,0,0,0,0,1,4,4,62,0,7,13,0,10,1,0.355721,143,118,10,0,0.34878,143,0,0,0,0,0,259,412,5,5,5,5,10,1,9,0,10,157,1,9,0,267,420,5,5,5,5,11,1,10,0,11,163,1,10,0,1
0.053528,1,4,1,0.075862,0.086539,11,9,1,3,3,20,2,0,0,0,2,1,0.487685,99,96,1,0,0.487685,99,3,3,0,0,1,104,145,23,2,16,0,2,0,0,1,19,51,1,12,5,104,145,23,2,16,0,2,0,0,1,19,51,1,12,5,0
0,0,0,0,0,0,0,0,1,3,3,44,7,0,0,10,24,1,0.286765,78,73,13,0,0.286765,78,2,2,0,0,2,194,279,6,1,6,1,14,2,12,4,14,106,2,12,4,194,279,6,1,6,1,14,2,12,4,14,106,2,12,4,0
0,0,0,0,0,0,0,0,1,3,3,26,5,0,0,8,16,1,0.280576,39,39,9,0,0.280576,39,1,1,0,0,1,100,146,2,0,2,0,8,1,8,0,8,53,1,8,0,100,146,2,0,2,0,8,1,8,0,8,53,1,8,0,1
0.032689,1,4,1,0.051643,0.064748,11,9,1,4,4,26,12,0,0,34,40,1,0.365297,80,75,2,0,0.365297,80,3,3,0,0,1,139,213,8,3,1,1,6,0,1,0,23,89,1,13,4,139,213,8,3,1,1,6,0,1,0,23,89,1,13,4,1
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,5,1,0.594595,22,22,1,0,0.594595,22,3,3,0,0,1,15,39,8,5,1,3,3,0,0,0,20,6,1,12,4,15,39,8,5,1,3,3,0,0,0,20,6,1,12,4,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0.555556,5,5,2,0,0.555556,5,3,3,0,0,1,4,5,14,9,0,0,1,0,1,0,55,0,0,36,6,4,5,14,9,0,0,1,0,1,0,55,0,0,36,6,0
0.125996,2,14,4,0.083114,0.144068,63,51,1,3,3,95,14,4,5,34,76,1,0.468468,312,294,34,0,0.468468,312,2,2,4,4,1,354,758,33,20,24,11,42,1,33,21,81,169,1,62,28,354,758,33,20,24,11,42,1,33,21,81,169,1,62,28,1
0,0,0,0,0,0,0,0,3,2,2,36,13,3,5,23,46,1,0.544586,171,165,13,0,0.544586,171,2,2,2,2,1,143,342,23,10,14,1,23,1,12,9,62,67,1,41,16,143,342,23,10,14,1,23,1,12,9,62,67,1,41,16,0
0,0,0,0,0,0,0,0,1,4,4,95,16,3,20,63,90,1,0.379768,229,206,20,0,0.397882,263,2,2,0,0,1,374,662,22,11,13,2,27,0,19,6,66,204,0,48,13,398,718,26,17,15,4,33,0,25,8,81,209,0,63,17,1
0.156272,2,8,4,0.104019,0.148936,44,42,3,2,2,11,6,2,0,12,17,1,0.42268,41,35,4,0,0.26943,104,2,2,0,0,1,56,113,12,9,3,0,5,0,3,1,44,25,0,32,8,282,423,16,9,7,0,16,0,13,1,55,181,0,42,8,0
0,0,0,0,0,0,0,0,2,2,2,12,9,1,1,19,25,1,0.383333,46,43,4,0,0.383333,46,2,3,0,0,2,74,123,13,10,4,1,6,1,3,2,45,39,1,32,9,74,123,13,10,4,1,6,1,3,2,45,39,1,32,9,1
0,0,0,0,0,0,0,0,0,1,1,6,3,7,11,1,5,1,0.576923,30,30,5,0,0.576923,30,2,2,3,8,1,22,51,11,11,2,2,4,0,4,2,43,8,0,33,9,22,51,11,11,2,2,4,0,4,2,43,8,0,33,9,0
0,0,0,0,0,0,0,0,4,1,1,19,10,3,2,11,28,1,0.555556,95,95,18,0,0.552381,116,4,5,0,0,1,76,186,56,49,9,6,17,4,17,6,174,24,4,153,51,94,227,58,51,11,8,22,4,22,8,179,28,4,158,53,1
0,0,0,0,0,0,0,0,1,6,4,79,12,1,0,25,45,1,0.347932,143,129,17,0,0.365079,161,2,3,0,0,2,268,431,23,9,14,0,20,0,16,12,59,139,0,45,19,280,462,26,13,15,1,23,0,19,12,70,142,0,55,20,1
0,0,0,0,0,0,0,0,2,3,3,8,7,0,0,9,12,1,0.364865,27,27,1,0,0.364865,27,3,3,0,0,1,47,70,13,10,1,1,3,0,0,0,52,30,0,36,12,47,70,13,10,1,1,3,0,0,0,52,30,0,36,12,0
0,0,0,0,0,0,0,0,2,1,1,3,5,0,0,6,8,1,0.511628,22,22,1,0,0.511628,22,3,3,0,0,1,21,36,12,10,0,0,2,0,0,0,53,11,0,36,11,21,36,12,10,0,0,2,0,0,0,53,11,0,36,11,0
0,0,0,0,0,0,0,0,1,2,2,11,4,0,0,4,8,1,0.594937,47,44,5,0,0.594937,47,2,2,0,0,1,32,56,12,9,3,0,4,0,4,3,43,14,0,33,10,32,56,12,9,3,0,4,0,4,3,43,14,0,33,10,0
0,0,0,0,0,0,0,0,1,3,3,17,5,0,0,10,15,1,0.342657,49,45,3,0,0.342657,49,2,2,0,0,1,94,159,13,10,4,1,5,0,2,1,44,48,0,31,8,94,159,13,10,4,1,5,0,2,1,44,48,0,31,8,0
0,0,0,0,0,0,0,0,1,4,4,16,4,0,0,4,10,1,0.292683,36,35,6,0,0.292683,36,2,2,0,0,1,87,132,13,9,4,0,6,0,5,3,45,37,0,34,10,87,132,13,9,4,0,6,0,5,3,45,37,0,34,10,0
0,0,0,0,0,0,0,0,1,1,1,26,9,0,0,25,39,1,0.544601,116,116,15,0,0.544601,116,2,2,0,0,1,97,205,13,9,4,0,14,0,14,3,53,44,0,43,10,97,205,13,9,4,0,14,0,14,3,53,44,0,43,10,0
0.028409,1,2,1,0.015949,0.023747,10,9,1,7,6,95,14,1,0,21,44,1,0.364815,197,178,18,0,0.361953,215,3,5,0,0,2,343,573,27,13,17,1,23,0,17,12,103,197,0,85,27,379,627,38,29,22,4,29,0,22,12,163,207,0,127,34,1
